gene,ko_l2_mean,ko_centroid_shift,mean_expr,frac_expr,rank,t0_tag
GIMAP1,1.2584396e-05,1.1434441e-05,0.0002919708,0.00029197080291970805,4294,t70d_RG
OR1L8,1.2541228e-05,1.1352409e-05,0.0002919708,0.00029197080291970805,4295,t70d_RG
OR7A17,1.251805e-05,1.1343363e-05,0.0002919708,0.00029197080291970805,4296,t70d_RG
MYH6,1.2492664e-05,1.1435947e-05,0.0002919708,0.00029197080291970805,4297,t70d_RG
LINC00559,1.2485535e-05,1.1346481e-05,0.0002919708,0.00029197080291970805,4298,t70d_RG
SNX6P1,1.24684e-05,1.1380988e-05,0.0002919708,0.00029197080291970805,4299,t70d_RG
IL1RN,1.24602575e-05,1.1218995e-05,0.0002919708,0.00029197080291970805,4300,t70d_RG
INSL3,1.2439157e-05,1.1407379e-05,0.0002919708,0.00029197080291970805,4301,t70d_RG
ATP6V0CP3,1.2366342e-05,1.128859e-05,0.0002919708,0.00029197080291970805,4302,t70d_RG
LINC02628,1.2297704e-05,1.118922e-05,0.0002919708,0.00029197080291970805,4303,t70d_RG
TMEM92,1.2175615e-05,1.1003893e-05,0.0002919708,0.00029197080291970805,4304,t70d_RG
SYCE1,1.2124356e-05,1.093311e-05,0.0002919708,0.00029197080291970805,4305,t70d_RG
NCLP1,1.2116465e-05,1.090541e-05,0.0002919708,0.00029197080291970805,4306,t70d_RG
LINC02600,1.2108615e-05,1.090429e-05,0.0002919708,0.00029197080291970805,4307,t70d_RG
REELD1,1.2036137e-05,1.0916133e-05,0.0002919708,0.00029197080291970805,4308,t70d_RG
C2orf78,1.2014498e-05,1.08905815e-05,0.0002919708,0.00029197080291970805,4309,t70d_RG
SSMEM1,1.2004935e-05,1.0792801e-05,0.0002919708,0.00029197080291970805,4310,t70d_RG
CCR1,1.2000794e-05,1.0912463e-05,0.0002919708,0.00029197080291970805,4311,t70d_RG
PCED1B-AS1,1.1908954e-05,1.0728942e-05,0.0002919708,0.00029197080291970805,4312,t70d_RG
LINC01705,1.1877293e-05,1.0628471e-05,0.0002919708,0.00029197080291970805,4313,t70d_RG
LINC01413,1.1868697e-05,1.0790593e-05,0.0002919708,0.00029197080291970805,4314,t70d_RG
LINC01231,1.1830108e-05,1.0742829e-05,0.0002919708,0.00029197080291970805,4315,t70d_RG
KRT17P7,1.1814055e-05,1.0677545e-05,0.0002919708,0.00029197080291970805,4316,t70d_RG
RETNLB,1.1747345e-05,1.0518434e-05,0.0002919708,0.00029197080291970805,4317,t70d_RG
FCGR1BP,1.1718048e-05,1.0500899e-05,0.0002919708,0.00029197080291970805,4318,t70d_RG
RNF39,1.1653865e-05,1.0499496e-05,0.0002919708,0.00029197080291970805,4319,t70d_RG
ENAM,1.16314395e-05,1.0445992e-05,0.0002919708,0.00029197080291970805,4320,t70d_RG
BCAR3-AS1,1.1625708e-05,1.0516432e-05,0.0002919708,0.00029197080291970805,4321,t70d_RG
NAV2-AS1,1.1623972e-05,1.0441453e-05,0.0002919708,0.00029197080291970805,4322,t70d_RG
HP,1.1606984e-05,1.0534093e-05,0.0002919708,0.00029197080291970805,4323,t70d_RG
CD300LG,1.1581784e-05,1.0396479e-05,0.0002919708,0.00029197080291970805,4324,t70d_RG
FAM25EP,1.1580854e-05,1.05106865e-05,0.0002919708,0.00029197080291970805,4325,t70d_RG
SFTPC,1.1561189e-05,1.04924775e-05,0.0002919708,0.00029197080291970805,4326,t70d_RG
RNVU1-8,1.1552856e-05,1.0469801e-05,0.0002919708,0.00029197080291970805,4327,t70d_RG
AOC4P,1.1551759e-05,1.04078745e-05,0.0002919708,0.00029197080291970805,4328,t70d_RG
KRT127P,1.1548195e-05,1.0312594e-05,0.0002919708,0.00029197080291970805,4329,t70d_RG
NUTM2B,1.1545001e-05,1.04391975e-05,0.0002919708,0.00029197080291970805,4330,t70d_RG
TXNP1,1.1540823e-05,1.0396412e-05,0.0002919708,0.00029197080291970805,4331,t70d_RG
TESPA1,1.1540677e-05,1.0378194e-05,0.0002919708,0.00029197080291970805,4332,t70d_RG
FRG1FP,1.1525398e-05,1.0391755e-05,0.0002919708,0.00029197080291970805,4333,t70d_RG
AADAC,1.1496518e-05,1.0336727e-05,0.0002919708,0.00029197080291970805,4334,t70d_RG
LILRA2,1.14859085e-05,1.0421984e-05,0.0002919708,0.00029197080291970805,4335,t70d_RG
PDCD1,1.14623235e-05,1.0214474e-05,0.0002919708,0.00029197080291970805,4336,t70d_RG
IRF6,1.1396503e-05,1.0277666e-05,0.0002919708,0.00029197080291970805,4337,t70d_RG
LIPN,1.1372999e-05,1.02023805e-05,0.0002919708,0.00029197080291970805,4338,t70d_RG
ALOX15B,1.1339129e-05,1.0159647e-05,0.0002919708,0.00029197080291970805,4339,t70d_RG
IQCF2,1.1332284e-05,1.0259724e-05,0.0002919708,0.00029197080291970805,4340,t70d_RG
SCAT1,1.12525695e-05,1.013803e-05,0.0002919708,0.00029197080291970805,4341,t70d_RG
DSCAM-AS1,1.1230563e-05,1.0052361e-05,0.0002919708,0.00029197080291970805,4342,t70d_RG
ADH1B,1.1221883e-05,1.0131457e-05,0.0002919708,0.00029197080291970805,4343,t70d_RG
LINC00184,1.119297e-05,1.0124189e-05,0.0002919708,0.00029197080291970805,4344,t70d_RG
LINC00210,1.1176443e-05,1.0027675e-05,0.0002919708,0.00029197080291970805,4345,t70d_RG
MRGPRX2,1.1124981e-05,1.0115831e-05,0.0002919708,0.00029197080291970805,4346,t70d_RG
FUT3,1.1109888e-05,9.941503e-06,0.0002919708,0.00029197080291970805,4347,t70d_RG
LCN2,1.1065459e-05,9.9971685e-06,0.0002919708,0.00029197080291970805,4348,t70d_RG
TAS2R6P,1.09491775e-05,9.81415e-06,0.0002919708,0.00029197080291970805,4349,t70d_RG
LINC01720,1.0921379e-05,9.735803e-06,0.0002919708,0.00029197080291970805,4350,t70d_RG
ZMYND15,1.0869116e-05,9.854494e-06,0.0002919708,0.00029197080291970805,4351,t70d_RG
OR2L1P,1.0842228e-05,9.5820815e-06,0.0005839416,0.00029197080291970805,4352,t70d_RG
LINC01460,1.0811989e-05,9.726205e-06,0.0002919708,0.00029197080291970805,4353,t70d_RG
LINC00303,1.0805783e-05,9.635476e-06,0.0002919708,0.00029197080291970805,4354,t70d_RG
C13orf42,1.0792953e-05,9.701811e-06,0.0002919708,0.00029197080291970805,4355,t70d_RG
CASP16P,1.066108e-05,9.597223e-06,0.0002919708,0.00029197080291970805,4356,t70d_RG
FOXA3,1.0633285e-05,9.495388e-06,0.0002919708,0.00029197080291970805,4357,t70d_RG
THEMIS3P,1.0627614e-05,9.488582e-06,0.0002919708,0.00029197080291970805,4358,t70d_RG
CETP,1.0614036e-05,9.412767e-06,0.0002919708,0.00029197080291970805,4359,t70d_RG
SEC23A-AS1,1.06059115e-05,9.43496e-06,0.0002919708,0.00029197080291970805,4360,t70d_RG
ADAM2,1.060032e-05,9.525245e-06,0.0002919708,0.00029197080291970805,4361,t70d_RG
LINC02820,1.0595554e-05,9.331711e-06,0.0002919708,0.00029197080291970805,4362,t70d_RG
SOD3,1.0525398e-05,9.362876e-06,0.0002919708,0.00029197080291970805,4363,t70d_RG
GSTM3P2,1.0449375e-05,9.38127e-06,0.0002919708,0.00029197080291970805,4364,t70d_RG
EEF1B2P7,1.043093e-05,9.26857e-06,0.0002919708,0.00029197080291970805,4365,t70d_RG
PFN3,1.0408072e-05,9.242344e-06,0.0002919708,0.00029197080291970805,4366,t70d_RG
FOXB2,1.0406764e-05,9.289868e-06,0.0002919708,0.00029197080291970805,4367,t70d_RG
SOX18,1.0364162e-05,9.129793e-06,0.0002919708,0.00029197080291970805,4368,t70d_RG
CYP3A7-CYP3A51P,1.0322564e-05,9.159262e-06,0.0002919708,0.00029197080291970805,4369,t70d_RG
PDGFA-DT,1.0304979e-05,9.206227e-06,0.0002919708,0.00029197080291970805,4370,t70d_RG
UGT2A2,1.0226852e-05,9.047773e-06,0.0002919708,0.00029197080291970805,4371,t70d_RG
CNTF,1.0204229e-05,9.043915e-06,0.0002919708,0.00029197080291970805,4372,t70d_RG
MTND6P25,1.0170175e-05,8.989885e-06,0.0002919708,0.00029197080291970805,4373,t70d_RG
LINC02699,1.014736e-05,8.975635e-06,0.0002919708,0.00029197080291970805,4374,t70d_RG
OFD1P17,1.0009429e-05,8.821586e-06,0.0002919708,0.00029197080291970805,4375,t70d_RG
MYO18B-AS1,9.989602e-06,8.828474e-06,0.0002919708,0.00029197080291970805,4376,t70d_RG
DUOX2,9.9892295e-06,8.842342e-06,0.0002919708,0.00029197080291970805,4377,t70d_RG
PRKAG3,9.984938e-06,8.8023e-06,0.0002919708,0.00029197080291970805,4378,t70d_RG
CATSPER1,9.920055e-06,8.760379e-06,0.0002919708,0.00029197080291970805,4379,t70d_RG
HS3ST6-1,9.834982e-06,8.672833e-06,0.0002919708,0.00029197080291970805,4380,t70d_RG
PRSS44P,9.814464e-06,8.6971595e-06,0.0002919708,0.00029197080291970805,4381,t70d_RG
DOCK9-DT,9.791523e-06,8.665779e-06,0.0002919708,0.00029197080291970805,4382,t70d_RG
PANX3,9.7454795e-06,8.52727e-06,0.0002919708,0.00029197080291970805,4383,t70d_RG
CD33,9.702296e-06,8.660859e-06,0.0002919708,0.00029197080291970805,4384,t70d_RG
VCX,9.701193e-06,8.633811e-06,0.0002919708,0.00029197080291970805,4385,t70d_RG
GIMAP4,9.656013e-06,8.450759e-06,0.0002919708,0.00029197080291970805,4386,t70d_RG
RPL35AP32,9.649456e-06,8.540979e-06,0.0002919708,0.00029197080291970805,4387,t70d_RG
USH1G,9.644244e-06,8.435344e-06,0.0002919708,0.00029197080291970805,4388,t70d_RG
MFSD1P1,9.625753e-06,8.511915e-06,0.0002919708,0.00029197080291970805,4389,t70d_RG
CXCR6,9.611277e-06,8.485412e-06,0.0002919708,0.00029197080291970805,4390,t70d_RG
CDSN,9.587733e-06,8.4781905e-06,0.0002919708,0.00029197080291970805,4391,t70d_RG
THPO,9.515931e-06,8.351443e-06,0.0002919708,0.00029197080291970805,4392,t70d_RG
LINC02386,9.40567e-06,8.289039e-06,0.0002919708,0.00029197080291970805,4393,t70d_RG
TMEM202,9.395044e-06,8.202366e-06,0.0002919708,0.00029197080291970805,4394,t70d_RG
SMIM21,9.363887e-06,8.269575e-06,0.0002919708,0.00029197080291970805,4395,t70d_RG
LINC01972,9.327744e-06,8.201262e-06,0.0002919708,0.00029197080291970805,4396,t70d_RG
GBP5,9.315512e-06,8.098049e-06,0.0002919708,0.00029197080291970805,4397,t70d_RG
EGFLAM-AS4,9.29406e-06,8.124148e-06,0.0002919708,0.00029197080291970805,4398,t70d_RG
CLEC6A,9.239299e-06,8.132915e-06,0.0002919708,0.00029197080291970805,4399,t70d_RG
SETD4-AS1,9.117971e-06,8.0793825e-06,0.0002919708,0.00029197080291970805,4400,t70d_RG
LRRC25,9.0780595e-06,7.949049e-06,0.0002919708,0.00029197080291970805,4401,t70d_RG
KLRF1,9.006188e-06,7.855934e-06,0.0002919708,0.00029197080291970805,4402,t70d_RG
LINC02303,8.983613e-06,7.733385e-06,0.0002919708,0.00029197080291970805,4403,t70d_RG
LINC02577,8.949919e-06,7.868352e-06,0.0002919708,0.00029197080291970805,4404,t70d_RG
CASP4,8.920586e-06,7.737536e-06,0.0002919708,0.00029197080291970805,4405,t70d_RG
RPL21P110,8.917664e-06,7.795817e-06,0.0002919708,0.00029197080291970805,4406,t70d_RG
PTCHD3P2,8.906001e-06,7.825392e-06,0.0002919708,0.00029197080291970805,4407,t70d_RG
CHI3L2,8.901626e-06,7.625348e-06,0.0002919708,0.00029197080291970805,4408,t70d_RG
MS4A2,8.8651195e-06,7.646897e-06,0.0002919708,0.00029197080291970805,4409,t70d_RG
S100A14,8.835857e-06,7.713837e-06,0.0002919708,0.00029197080291970805,4410,t70d_RG
SP7,8.8055685e-06,7.528952e-06,0.0002919708,0.00029197080291970805,4411,t70d_RG
ETF1P1,8.802748e-06,7.556165e-06,0.0002919708,0.00029197080291970805,4412,t70d_RG
EPS8L3,8.739307e-06,7.5094053e-06,0.0002919708,0.00029197080291970805,4413,t70d_RG
FCRL6,8.680039e-06,7.515413e-06,0.0002919708,0.00029197080291970805,4414,t70d_RG
FAM183DP,8.653067e-06,7.60671e-06,0.0002919708,0.00029197080291970805,4415,t70d_RG
FPR2,8.573343e-06,7.3096758e-06,0.0002919708,0.00029197080291970805,4416,t70d_RG
DHRS2,8.460052e-06,7.417614e-06,0.0002919708,0.00029197080291970805,4417,t70d_RG
REV3L-IT1,8.445589e-06,7.3602037e-06,0.0002919708,0.00029197080291970805,4418,t70d_RG
MRPL57P8,8.28333e-06,7.0312235e-06,0.0002919708,0.00029197080291970805,4419,t70d_RG
CFAP95-DT,8.216652e-06,7.0807705e-06,0.0002919708,0.00029197080291970805,4420,t70d_RG
HMGCS2,8.210269e-06,7.031831e-06,0.0002919708,0.00029197080291970805,4421,t70d_RG
SPIC,7.9584e-06,6.8216946e-06,0.0002919708,0.00029197080291970805,4422,t70d_RG
IGFBP1,7.8148605e-06,6.6752996e-06,0.0002919708,0.00029197080291970805,4423,t70d_RG
PARP4P1,7.6171145e-06,6.350539e-06,0.0002919708,0.00029197080291970805,4424,t70d_RG
F10-AS1,7.514515e-06,6.281707e-06,0.0002919708,0.00029197080291970805,4425,t70d_RG
LINC00317,7.4903037e-06,6.3521106e-06,0.0002919708,0.00029197080291970805,4426,t70d_RG
LINC00474,7.484516e-06,6.2871823e-06,0.0002919708,0.00029197080291970805,4427,t70d_RG
CRYZP1,7.478583e-06,6.3078264e-06,0.0002919708,0.00029197080291970805,4428,t70d_RG
NPIPB10P,7.4137783e-06,6.3480074e-06,0.0002919708,0.00029197080291970805,4429,t70d_RG
C1orf116,7.2896632e-06,6.247432e-06,0.0002919708,0.00029197080291970805,4430,t70d_RG
MYOD1,7.280005e-06,6.175955e-06,0.0002919708,0.00029197080291970805,4431,t70d_RG
LINC01941,7.2473517e-06,6.010287e-06,0.0002919708,0.00029197080291970805,4432,t70d_RG
CEMP1,7.1904965e-06,6.001392e-06,0.0002919708,0.00029197080291970805,4433,t70d_RG
KRT15,7.1867125e-06,5.953104e-06,0.0002919708,0.00029197080291970805,4434,t70d_RG
LINC02637,7.1113573e-06,6.0464454e-06,0.0002919708,0.00029197080291970805,4435,t70d_RG
FMO7P,7.0062047e-06,5.897864e-06,0.0002919708,0.00029197080291970805,4436,t70d_RG
DDO,6.968337e-06,5.832138e-06,0.0002919708,0.00029197080291970805,4437,t70d_RG
KCNJ5-AS1,6.9625266e-06,5.747295e-06,0.0002919708,0.00029197080291970805,4438,t70d_RG
FCRL5,6.9259813e-06,5.8063724e-06,0.0002919708,0.00029197080291970805,4439,t70d_RG
SLC25A51P4,6.9218995e-06,5.6801696e-06,0.0002919708,0.00029197080291970805,4440,t70d_RG
DUSP13B,6.4118303e-06,5.274442e-06,0.0002919708,0.00029197080291970805,4441,t70d_RG
MUCL3,6.400741e-06,5.2142077e-06,0.0002919708,0.00029197080291970805,4442,t70d_RG
SLC16A6P1,6.120937e-06,4.95179e-06,0.0002919708,0.00029197080291970805,4443,t70d_RG
RN7SL487P,6.1069286e-06,4.895143e-06,0.0002919708,0.00029197080291970805,4444,t70d_RG
SRD5A2,6.0902635e-06,4.8562706e-06,0.0002919708,0.00029197080291970805,4445,t70d_RG
DUXAP9,5.9845706e-06,4.9432465e-06,0.0002919708,0.00029197080291970805,4446,t70d_RG
UBBP1,5.9545764e-06,4.827664e-06,0.0002919708,0.00029197080291970805,4447,t70d_RG
KLK13,5.7067136e-06,4.534827e-06,0.0002919708,0.00029197080291970805,4448,t70d_RG
MED14P1,1.1533708e-06,1.9960905e-07,0.0,0.0,4449,t70d_RG
LINC01148,1.1533708e-06,1.9960905e-07,0.0,0.0,4450,t70d_RG
LINC01166,1.1533708e-06,1.9960905e-07,0.0,0.0,4451,t70d_RG
ZNF101P2,1.1533708e-06,1.9960905e-07,0.0,0.0,4452,t70d_RG
RPL31P47,1.1533708e-06,1.9960905e-07,0.0,0.0,4453,t70d_RG
MED8-AS1,1.1533708e-06,1.9960905e-07,0.0,0.0,4454,t70d_RG
MCIDAS,1.1533708e-06,1.9960905e-07,0.0,0.0,4455,t70d_RG
HRNR,1.1533708e-06,1.9960905e-07,0.0,0.0,4456,t70d_RG
HRAT17,1.1533708e-06,1.9960905e-07,0.0,0.0,4457,t70d_RG
CYP11B1,1.1533708e-06,1.9960905e-07,0.0,0.0,4458,t70d_RG
CYMP,1.1533708e-06,1.9960905e-07,0.0,0.0,4459,t70d_RG
KLRC2,1.1533708e-06,1.9960905e-07,0.0,0.0,4460,t70d_RG
KLK6,1.1533708e-06,1.9960905e-07,0.0,0.0,4461,t70d_RG
KLHL30,1.1533708e-06,1.9960905e-07,0.0,0.0,4462,t70d_RG
PLAAT4,1.1533708e-06,1.9960905e-07,0.0,0.0,4463,t70d_RG
PLCL2-AS1,1.1533708e-06,1.9960905e-07,0.0,0.0,4464,t70d_RG
PLCE1-AS1,1.1533708e-06,1.9960905e-07,0.0,0.0,4465,t70d_RG
DAZ2,1.1533708e-06,1.9960905e-07,0.0,0.0,4466,t70d_RG
KLRC4-KLRK1,1.1533708e-06,1.9960905e-07,0.0,0.0,4467,t70d_RG
KRT40,1.1533708e-06,1.9960905e-07,0.0,0.0,4468,t70d_RG
TRBC2,1.1533708e-06,1.9960905e-07,0.0,0.0,4469,t70d_RG
TRBV23OR9-2,1.1533708e-06,1.9960905e-07,0.0,0.0,4470,t70d_RG
TP53TG3D,1.1533708e-06,1.9960905e-07,0.0,0.0,4471,t70d_RG
RBPMSLP,1.1533708e-06,1.9960905e-07,0.0,0.0,4472,t70d_RG
LINC01303,1.1533708e-06,1.9960905e-07,0.0,0.0,4473,t70d_RG
LINC01360,1.1533708e-06,1.9960905e-07,0.0,0.0,4474,t70d_RG
HDGFL1,1.1533708e-06,1.9960905e-07,0.0,0.0,4475,t70d_RG
LRP1-AS,1.1533708e-06,1.9960905e-07,0.0,0.0,4476,t70d_RG
ARHGEF35,1.1533708e-06,1.9960905e-07,0.0,0.0,4477,t70d_RG
LRRC37A9P,1.1533708e-06,1.9960905e-07,0.0,0.0,4478,t70d_RG
SLC18A3,1.1533708e-06,1.9960905e-07,0.0,0.0,4479,t70d_RG
SLC22A16,1.1533708e-06,1.9960905e-07,0.0,0.0,4480,t70d_RG
SLC22A18AS,1.1533708e-06,1.9960905e-07,0.0,0.0,4481,t70d_RG
LINC00347,1.1533708e-06,1.9960905e-07,0.0,0.0,4482,t70d_RG
CYP4A22,1.1533708e-06,1.9960905e-07,0.0,0.0,4483,t70d_RG
LRG1,1.1533708e-06,1.9960905e-07,0.0,0.0,4484,t70d_RG
RPL36A-HNRNPH2,1.1533708e-06,1.9960905e-07,0.0,0.0,4485,t70d_RG
REPIN1,1.1533708e-06,1.9960905e-07,0.0,0.0,4486,t70d_RG
RFKP2,1.1533708e-06,1.9960905e-07,0.0,0.0,4487,t70d_RG
RFPL4B,1.1533708e-06,1.9960905e-07,0.0,0.0,4488,t70d_RG
RFX6,1.1533708e-06,1.9960905e-07,0.0,0.0,4489,t70d_RG
RGPD4-AS1,1.1533708e-06,1.9960905e-07,0.0,0.0,4490,t70d_RG
RPL5P22,1.1533708e-06,1.9960905e-07,0.0,0.0,4491,t70d_RG
RPL5P3,1.1533708e-06,1.9960905e-07,0.0,0.0,4492,t70d_RG
KRT24,1.1533708e-06,1.9960905e-07,0.0,0.0,4493,t70d_RG
RPL9P29,1.1533708e-06,1.9960905e-07,0.0,0.0,4494,t70d_RG
RGPD6,1.1533708e-06,1.9960905e-07,0.0,0.0,4495,t70d_RG
CLDN14-AS1,1.1533708e-06,1.9960905e-07,0.0,0.0,4496,t70d_RG
CLEC12A,1.1533708e-06,1.9960905e-07,0.0,0.0,4497,t70d_RG
GAL,1.1533708e-06,1.9960905e-07,0.0,0.0,4498,t70d_RG
GALNT17,1.1533708e-06,1.9960905e-07,0.0,0.0,4499,t70d_RG
LINC01467,1.1533708e-06,1.9960905e-07,0.0,0.0,4500,t70d_RG
IL36B,1.1533708e-06,1.9960905e-07,0.0,0.0,4501,t70d_RG
RPL7P17,1.1533708e-06,1.9960905e-07,0.0,0.0,4502,t70d_RG
KRTDAP,1.1533708e-06,1.9960905e-07,0.0,0.0,4503,t70d_RG
GUSBP9,1.1533708e-06,1.9960905e-07,0.0,0.0,4504,t70d_RG
GZMAP1,1.1533708e-06,1.9960905e-07,0.0,0.0,4505,t70d_RG
TMEM191B,1.1533708e-06,1.9960905e-07,0.0,0.0,4506,t70d_RG
TMEM200B,1.1533708e-06,1.9960905e-07,0.0,0.0,4507,t70d_RG
FKBP9P1,1.1533708e-06,1.9960905e-07,0.0,0.0,4508,t70d_RG
FMO10P,1.1533708e-06,1.9960905e-07,0.0,0.0,4509,t70d_RG
FMO8P,1.1533708e-06,1.9960905e-07,0.0,0.0,4510,t70d_RG
HBG1,1.1533708e-06,1.9960905e-07,0.0,0.0,4511,t70d_RG
MIR1302-11,1.1533708e-06,1.9960905e-07,0.0,0.0,4512,t70d_RG
TMEM275,1.1533708e-06,1.9960905e-07,0.0,0.0,4513,t70d_RG
FOXL2,1.1533708e-06,1.9960905e-07,0.0,0.0,4514,t70d_RG
OR8G5,1.1533708e-06,1.9960905e-07,0.0,0.0,4515,t70d_RG
DPEP2,1.1533708e-06,1.9960905e-07,0.0,0.0,4516,t70d_RG
CASP14,1.1533708e-06,1.9960905e-07,0.0,0.0,4517,t70d_RG
HLA-DRB5,1.1533708e-06,1.9960905e-07,0.0,0.0,4518,t70d_RG
KIAA0087,1.1533708e-06,1.9960905e-07,0.0,0.0,4519,t70d_RG
FOLR2,1.1533708e-06,1.9960905e-07,0.0,0.0,4520,t70d_RG
IRF5,1.1533708e-06,1.9960905e-07,0.0,0.0,4521,t70d_RG
CNNM3-DT,1.1533708e-06,1.9960905e-07,0.0,0.0,4522,t70d_RG
CNTNAP4,1.1533708e-06,1.9960905e-07,0.0,0.0,4523,t70d_RG
FOXD2,1.1533708e-06,1.9960905e-07,0.0,0.0,4524,t70d_RG
FOXE3,1.1533708e-06,1.9960905e-07,0.0,0.0,4525,t70d_RG
LINC01436,1.1533708e-06,1.9960905e-07,0.0,0.0,4526,t70d_RG
LINC01447,1.1533708e-06,1.9960905e-07,0.0,0.0,4527,t70d_RG
IKBKB-DT,1.1533708e-06,1.9960905e-07,0.0,0.0,4528,t70d_RG
MCEMP1,1.1533708e-06,1.9960905e-07,0.0,0.0,4529,t70d_RG
LGALS14,1.1533708e-06,1.9960905e-07,0.0,0.0,4530,t70d_RG
GSC2,1.1533708e-06,1.9960905e-07,0.0,0.0,4531,t70d_RG
GSDMC,1.1533708e-06,1.9960905e-07,0.0,0.0,4532,t70d_RG
GSTA1,1.1533708e-06,1.9960905e-07,0.0,0.0,4533,t70d_RG
GSTA6P,1.1533708e-06,1.9960905e-07,0.0,0.0,4534,t70d_RG
KRTAP9-1,1.1533708e-06,1.9960905e-07,0.0,0.0,4535,t70d_RG
PYDC1-1,1.1533708e-06,1.9960905e-07,0.0,0.0,4536,t70d_RG
CNIH3-AS2,1.1533708e-06,1.9960905e-07,0.0,0.0,4537,t70d_RG
FOXL3,1.1533708e-06,1.9960905e-07,0.0,0.0,4538,t70d_RG
IL10,1.1533708e-06,1.9960905e-07,0.0,0.0,4539,t70d_RG
FSBP,1.1533708e-06,1.9960905e-07,0.0,0.0,4540,t70d_RG
FUT1,1.1533708e-06,1.9960905e-07,0.0,0.0,4541,t70d_RG
TMPRSS11E,1.1533708e-06,1.9960905e-07,0.0,0.0,4542,t70d_RG
ARAP1-AS2,1.1533708e-06,1.9960905e-07,0.0,0.0,4543,t70d_RG
SHOX,1.1533708e-06,1.9960905e-07,0.0,0.0,4544,t70d_RG
PLD4,1.1533708e-06,1.9960905e-07,0.0,0.0,4545,t70d_RG
PLEKHS1,1.1533708e-06,1.9960905e-07,0.0,0.0,4546,t70d_RG
CXADRP3,1.1533708e-06,1.9960905e-07,0.0,0.0,4547,t70d_RG
AREG-2,1.1533708e-06,1.9960905e-07,0.0,0.0,4548,t70d_RG
SETP17,1.1533708e-06,1.9960905e-07,0.0,0.0,4549,t70d_RG
CYP4F11,1.1533708e-06,1.9960905e-07,0.0,0.0,4550,t70d_RG
LRRC32,1.1533708e-06,1.9960905e-07,0.0,0.0,4551,t70d_RG
TP53TG3C,1.1533708e-06,1.9960905e-07,0.0,0.0,4552,t70d_RG
CYP21A2-1,1.1533708e-06,1.9960905e-07,0.0,0.0,4553,t70d_RG
CYP2AB1P,1.1533708e-06,1.9960905e-07,0.0,0.0,4554,t70d_RG
CYP2B6,1.1533708e-06,1.9960905e-07,0.0,0.0,4555,t70d_RG
DACT2,1.1533708e-06,1.9960905e-07,0.0,0.0,4556,t70d_RG
CXCL9,1.1533708e-06,1.9960905e-07,0.0,0.0,4557,t70d_RG
ARHGAP42-1,1.1533708e-06,1.9960905e-07,0.0,0.0,4558,t70d_RG
DPRX,1.1533708e-06,1.9960905e-07,0.0,0.0,4559,t70d_RG
DPYD-AS2,1.1533708e-06,1.9960905e-07,0.0,0.0,4560,t70d_RG
DSG4,1.1533708e-06,1.9960905e-07,0.0,0.0,4561,t70d_RG
OXCT2,1.1533708e-06,1.9960905e-07,0.0,0.0,4562,t70d_RG
OR7A1P,1.1533708e-06,1.9960905e-07,0.0,0.0,4563,t70d_RG
OR7A2P,1.1533708e-06,1.9960905e-07,0.0,0.0,4564,t70d_RG
OR8A3P,1.1533708e-06,1.9960905e-07,0.0,0.0,4565,t70d_RG
FRMD7,1.1533708e-06,1.9960905e-07,0.0,0.0,4566,t70d_RG
SIGLEC14,1.1533708e-06,1.9960905e-07,0.0,0.0,4567,t70d_RG
SKAP1-AS2,1.1533708e-06,1.9960905e-07,0.0,0.0,4568,t70d_RG
PGC,1.1533708e-06,1.9960905e-07,0.0,0.0,4569,t70d_RG
PGLYRP4,1.1533708e-06,1.9960905e-07,0.0,0.0,4570,t70d_RG
PHOX2B,1.1533708e-06,1.9960905e-07,0.0,0.0,4571,t70d_RG
PIK3R5-DT-1,1.1533708e-06,1.9960905e-07,0.0,0.0,4572,t70d_RG
DIP2A-IT1,1.1533708e-06,1.9960905e-07,0.0,0.0,4573,t70d_RG
MAGEB17,1.1533708e-06,1.9960905e-07,0.0,0.0,4574,t70d_RG
MAGEB3,1.1533708e-06,1.9960905e-07,0.0,0.0,4575,t70d_RG
OR8B2,1.1533708e-06,1.9960905e-07,0.0,0.0,4576,t70d_RG
LINC01854,1.1533708e-06,1.9960905e-07,0.0,0.0,4577,t70d_RG
LINC01865,1.1533708e-06,1.9960905e-07,0.0,0.0,4578,t70d_RG
LINC01878,1.1533708e-06,1.9960905e-07,0.0,0.0,4579,t70d_RG
LINC01890,1.1533708e-06,1.9960905e-07,0.0,0.0,4580,t70d_RG
LINC01953,1.1533708e-06,1.9960905e-07,0.0,0.0,4581,t70d_RG
ZNF705A,1.1533708e-06,1.9960905e-07,0.0,0.0,4582,t70d_RG
KCNA7,1.1533708e-06,1.9960905e-07,0.0,0.0,4583,t70d_RG
XKR3,1.1533708e-06,1.9960905e-07,0.0,0.0,4584,t70d_RG
LINC00443,1.1533708e-06,1.9960905e-07,0.0,0.0,4585,t70d_RG
LINC01897,1.1533708e-06,1.9960905e-07,0.0,0.0,4586,t70d_RG
LINC01908,1.1533708e-06,1.9960905e-07,0.0,0.0,4587,t70d_RG
AKR1C8,1.1533708e-06,1.9960905e-07,0.0,0.0,4588,t70d_RG
GOLGA6L10-1,1.1533708e-06,1.9960905e-07,0.0,0.0,4589,t70d_RG
ACR,1.1533708e-06,1.9960905e-07,0.0,0.0,4590,t70d_RG
