gene,pearson_r,pval,padj,abs_r
LINC00551,0.019037973135709763,0.265337941256666,0.6112008198211697,0.019037973135709763
LINC02291,0.019036918878555298,0.2653644127680951,0.6112008198211697,0.019036918878555298
PROM2,-0.019035380333662033,0.26540304760068456,0.6112008198211697,0.019035380333662033
SULT1C5P,-0.01903286576271057,0.2654662000341007,0.6112008198211697,0.01903286576271057
GUCY1A1,-0.019030924886465073,0.26551495143028386,0.6112008198211697,0.019030924886465073
LINC01179,-0.019022682681679726,0.26572204976974634,0.6112008198211697,0.019022682681679726
MEIS1-AS3,-0.019021939486265182,0.26574072918467917,0.6112008198211697,0.019021939486265182
DLK1,0.019019849598407745,0.2657932611051058,0.6112008198211697,0.019019849598407745
HMGCS2,0.019015660509467125,0.26589858056478743,0.6112008198211697,0.019015660509467125
TPPP3,-0.01900368183851242,0.266199899291209,0.6116128818653134,0.01900368183851242
LINC01889,0.01899833232164383,0.2663345401213751,0.6116417876022963,0.01899833232164383
CRB3,0.01898173615336418,0.2667525435467729,0.6123211157640307,0.01898173615336418
EML6,0.018935425207018852,0.2679213502806739,0.6144581977321082,0.018935425207018852
FBXO40,0.018935130909085274,0.26792878907297074,0.6144581977321082,0.018935130909085274
VPREB3,-0.018922990188002586,0.26823578644107765,0.6146319726533805,0.018922990188002586
RAD9B,-0.018922433257102966,0.2682498751133393,0.6146319726533805,0.018922433257102966
ARL14EPL,-0.018912164494395256,0.26850973490199476,0.6147174080775065,0.018912164494395256
PRSS48,0.018911264836788177,0.26853250973491555,0.6147174080775065,0.018911264836788177
YIF1A,-0.01889456994831562,0.26895538149338777,0.6154042998462859,0.01889456994831562
LINC00461,0.018889134749770164,0.2690931504423934,0.6154385106649172,0.018889134749770164
SCML4,0.01887456327676773,0.26946274042388924,0.6160026424562541,0.01887456327676773
DNAAF3,-0.018854355439543724,0.269975866819689,0.6168942401429373,0.018854355439543724
TLR3,-0.01884511113166809,0.27021082557651377,0.6171497023536511,0.01884511113166809
ATP1B3-AS1,-0.01882319338619709,0.27076845983552916,0.6181415727725907,0.01882319338619709
SCHLAP1,0.018787920475006104,0.27166753235177654,0.619911659660634,0.018787920475006104
UGT3A2,-0.01877412013709545,0.27201984518869093,0.6204330651982386,0.01877412013709545
SSH1,-0.018766507506370544,0.2722143239930389,0.6205941663007816,0.018766507506370544
CLMP,-0.018745452165603638,0.27275271713385163,0.621468775684726,0.018745452165603638
LINC02635,-0.018741806969046593,0.27284600010105714,0.621468775684726,0.018741806969046593
COPS8,-0.018721697852015495,0.2733609976608054,0.6223195193351501,0.018721697852015495
STEAP3-AS1,0.018717527389526367,0.2734678869638795,0.6223195193351501,0.018717527389526367
EDA,-0.018711550161242485,0.2736211336224966,0.6223856107954292,0.018711550161242485
MEP1B,-0.01867123879492283,0.27465618534774167,0.624456508519752,0.01867123879492283
FMO7P,-0.01865706406533718,0.2750207760238091,0.6250018633357403,0.01865706406533718
POM121L2,-0.01864445023238659,0.27534549619398646,0.6254561565857054,0.01864445023238659
LINC00689,-0.018631549552083015,0.2756778711609297,0.6259274183903121,0.018631549552083015
HTR5BP,0.01861739344894886,0.27604290575121104,0.6263382310496072,0.01861739344894886
TRPM2-1,-0.018614839762449265,0.2761087911372146,0.6263382310496072,0.018614839762449265
ZNF219,-0.018549006432294846,0.2778109989590039,0.6299144415310265,0.018549006432294846
TMOD3,0.018526248633861542,0.2784010897226886,0.6306491953987612,0.018526248633861542
