gene,pearson_r,pval,padj,abs_r
LINC02412,-0.03894282877445221,0.022660931424879214,0.11504957180351545,0.03894282877445221
TNFRSF13B,-0.03894282877445221,0.022660931424879214,0.11504957180351545,0.03894282877445221
FAM183DP,-0.03894282877445221,0.022660931424879214,0.11504957180351545,0.03894282877445221
PRR18,0.038934871554374695,0.022688643414150177,0.11507367626346815,0.038934871554374695
EN2,-0.038918040692806244,0.022747355936064674,0.11525480343338734,0.038918040692806244
HS3ST3A1,0.038871750235557556,0.02290951590089348,0.11591516783911515,0.038871750235557556
KCNMB2-AS1,0.0388634167611599,0.022938815241706108,0.11591516783911515,0.0388634167611599
GSTP1,0.03886106610298157,0.02294708571071687,0.11591516783911515,0.03886106610298157
TTR,-0.038822825998067856,0.023081992373342075,0.11636522432882826,0.038822825998067856
LINC01994,0.03882264718413353,0.02308262482196274,0.11636522432882826,0.03882264718413353
NTRK2,0.03880911320447922,0.023130536953759294,0.11648956851787722,0.03880911320447922
RNU6-1324P,0.03874750807881355,0.023349719813421675,0.11747534737455423,0.03874750807881355
DDX47,-0.03871104121208191,0.023480311389883206,0.11801388202076704,0.03871104121208191
QRFPR,0.038687143474817276,0.02356623488771941,0.11832705713663524,0.038687143474817276
LINC00511,-0.03867807611823082,0.023598907558498246,0.11837249827390862,0.03867807611823082
LST1,0.03865230083465576,0.02369199906248323,0.11872060730210346,0.03865230083465576
EPHA4,-0.03857089951634407,0.02398808680823833,0.12008421877730496,0.03857089951634407
GGCTP1,-0.03852522373199463,0.024155627860541113,0.12080224671574004,0.03852522373199463
TMEM140,-0.038503263145685196,0.024236540729857863,0.12108604745495288,0.038503263145685196
LINC00111,0.038494788110256195,0.024267829392152326,0.12112160665744552,0.038494788110256195
P2RX1,-0.038460779935121536,0.02439373513430577,0.12162886244577732,0.038460779935121536
DMKN,-0.03844578564167023,0.02444942680895275,0.12178536554638392,0.03844578564167023
RARB,0.03843507170677185,0.024489287844538875,0.12186278191557527,0.03843507170677185
WBP1L,-0.03839372843503952,0.024643633017117555,0.12241975551039863,0.03839372843503952
CHST9,-0.03839200735092163,0.02465007649371228,0.12241975551039863,0.03839200735092163
F12,-0.03832324221730232,0.024908719047211914,0.12358177341146426,0.03832324221730232
ATAD2,0.03830486536026001,0.02497823542329321,0.12380409268657,0.03830486536026001
STARD13,-0.0382886677980423,0.025039647078955715,0.12398584141565917,0.0382886677980423
MT1X,0.0382407084107399,0.0252222477658963,0.12476671624373778,0.0382407084107399
DSP,-0.038224250078201294,0.02528517622750575,0.12495465293494212,0.038224250078201294
LINC01679,0.038163311779499054,0.025519357808268247,0.12598768667707605,0.038163311779499054
EML3,-0.038133956491947174,0.025632835927953904,0.12636035122215689,0.038133956491947174
DSCAM,0.0381307452917099,0.025645275831756843,0.12636035122215689,0.0381307452917099
NPBWR1,0.03812123090028763,0.02568216438662009,0.1264178052469089,0.03812123090028763
NOBOX,0.0380997397005558,0.025765657494627812,0.12670432748339547,0.0380997397005558
CDH11,-0.03799104690551758,0.02619153168236471,0.12867231888267605,0.03799104690551758
LUM,-0.037963882088661194,0.026298912427834657,0.1290733106521836,0.037963882088661194
LINC02054,0.03793850541114807,0.026399568109812248,0.12942352614693034,0.03793850541114807
MAGED1,0.037932880222797394,0.026421925214190727,0.12942352614693034,0.037932880222797394
FLJ12825,-0.03792191669344902,0.026465546352931354,0.12951059841263574,0.03792191669344902
CPNE7,0.03791019320487976,0.026512259971487883,0.12961261923622028,0.03791019320487976
ST18,0.03777288272976875,0.027064711891583184,0.1321345872342915,0.03777288272976875
LTK,0.037768904119729996,0.027080866312036992,0.1321345872342915,0.037768904119729996
RPL4P4,0.03775051236152649,0.027155650850364442,0.1323705898941403,0.03775051236152649
GMNC,-0.037728480994701385,0.027245469234207082,0.13267934531837872,0.037728480994701385
KCNJ10,-0.037683747708797455,0.027428628357676524,0.13344160844690978,0.037683747708797455
DOCK1,0.037662215530872345,0.02751716912717091,0.13372513464346264,0.037662215530872345
TOPAZ1,-0.03765660524368286,0.027540279176223,0.13372513464346264,0.03765660524368286
KCNQ3,-0.03763970732688904,0.027609986672542497,0.13393382692750286,0.03763970732688904
NDUFA11,0.03759050369262695,0.027813829061766365,0.1347465052530755,0.03759050369262695
PSMA6P2,-0.03758630156517029,0.0278312977323754,0.1347465052530755,0.03758630156517029
C8orf34-AS1,-0.03756871074438095,0.027904527238306633,0.13485039135410296,0.03756871074438095
CNTNAP5,-0.037568219006061554,0.027906576698105125,0.13485039135410296,0.037568219006061554
SPANXA2-OT1,-0.037464939057826996,0.028339909981267057,0.13681241706756186,0.037464939057826996
FLNC,0.03742782771587372,0.02849702763341046,0.1373496555292158,0.03742782771587372
S100A10,0.03742466866970062,0.028510436604775587,0.1373496555292158,0.03742466866970062
ACTA1,-0.03741925582289696,0.028533424746739897,0.1373496555292158,0.03741925582289696
HHIP,0.037385281175374985,0.02867807844784091,0.13791348474292783,0.037385281175374985
MT1XP1,-0.037340693175792694,0.02886887807326902,0.13862686620564127,0.037340693175792694
NOVA1,0.03733769431710243,0.028881749814146776,0.13862686620564127,0.03733769431710243
NAV2,0.03731841221451759,0.028964630732775477,0.13882115788358101,0.03731841221451759
EXOC3L1,0.03731539100408554,0.0289776354312963,0.13882115788358101,0.03731539100408554
OVCH1-AS1,-0.03725680708885193,0.029230802928977263,0.13990024209847668,0.03725680708885193
CACNG6,-0.03725011646747589,0.02925983679990285,0.13990557462243625,0.03725011646747589
RBPMS-AS1,-0.03722606599330902,0.02936440845802001,0.14026361181146507,0.03722606599330902
LINC02877,-0.03722003102302551,0.02939069894273365,0.14026361181146507,0.03722003102302551
DOK7,-0.03720329701900482,0.02946370413630406,0.140362599999179,0.03720329701900482
L1CAM-AS1,-0.03720243647694588,0.029467462622058734,0.140362599999179,0.03720243647694588
PAX3,0.03717062994837761,0.029606669652898168,0.1408917584336873,0.03717062994837761
SCARA3,-0.03716067597270012,0.029650351012168414,0.1409657579904895,0.03716067597270012
CYP11B1-1,0.037122391164302826,0.029818874170779146,0.14163258622727423,0.037122391164302826
ANKRD18CP,-0.03703656047582626,0.030199679826742525,0.14330548826875644,0.03703656047582626
SHOX2,0.03702545166015625,0.030249270385445552,0.14336904421864238,0.03702545166015625
NMS,-0.03702074661850929,0.030270295107428385,0.14336904421864238,0.03702074661850929
ITIH2,0.03695610538125038,0.030560420907778208,0.14460648646730556,0.03695610538125038
PLAAT5,-0.03694091737270355,0.030628933740947238,0.14479394997725153,0.03694091737270355
ARHGEF2-AS1,0.036919303238391876,0.030726662020307258,0.14511904183200722,0.036919303238391876
ZFP69B,-0.03690571337938309,0.030788245491571525,0.14527297378367696,0.03690571337938309
ARHGAP42P1,0.03688368573784828,0.030888290411447774,0.14560792403740808,0.03688368573784828
MECOM,0.036854758858680725,0.03102009382646841,0.14603835138353616,0.036854758858680725
CTDSP1,-0.036850862205028534,0.031037885496600682,0.14603835138353616,0.036850862205028534
SGCD,-0.03681154549121857,0.03121789140512277,0.14674751766516905,0.03681154549121857
SPACA3,-0.03677042946219444,0.03140709230791338,0.14749853753978814,0.03677042946219444
LINC02974,-0.03675508499145508,0.03147795346198119,0.14769290711422076,0.03675508499145508
LMOD3,0.03674454241991043,0.031526718732021244,0.14778333729294524,0.03674454241991043
RNFT1P3,-0.03671475499868393,0.03166485233877868,0.1482921262332897,0.03671475499868393
ADCYAP1,-0.03667709603905678,0.031840231017666254,0.14897422747854866,0.03667709603905678
BOLA3P4,0.0366680733859539,0.031882373128584905,0.14903224976430873,0.0366680733859539
MINAR2,-0.03661889210343361,0.03211292546519448,0.149970055457679,0.03661889210343361
ANKRD20A11P,-0.036527007818222046,0.03254748937148623,0.15185797880867552,0.036527007818222046
BLK,0.036515213549137115,0.03260363296037987,0.15197842303671028,0.036515213549137115
COL24A1,-0.0364983044564724,0.032684268980929014,0.1522127061927837,0.0364983044564724
FAM222A,0.03643922507762909,0.03296734810747207,0.15338846923541558,0.03643922507762909
CRNDE,-0.0364113375544548,0.03310169853067625,0.1538706969733012,0.0364113375544548
PWRN4,0.03639523684978485,0.033179478068595315,0.15408930917676658,0.03639523684978485
SLC6A1-AS1,-0.03638383001089096,0.03323467697516653,0.15420274659496247,0.03638383001089096
LINC02381,0.03636211156845093,0.0333399920049977,0.1544465197644619,0.03636211156845093
CCKBR,0.03635513782501221,0.0333738689071733,0.1544465197644619,0.03635513782501221
CORO2A,0.0363539420068264,0.033379680883039754,0.1544465197644619,0.0363539420068264
GNG5,-0.03631182387471199,0.033584938408112844,0.1552528840987578,0.03631182387471199
SLC6A13,-0.03630445525050163,0.03362095917782829,0.15527615340101159,0.03630445525050163
TFRC,-0.03628239035606384,0.03372901876210065,0.15563177994188432,0.03628239035606384
LINC02427,-0.036270759999752045,0.033786096115164754,0.1557517273533492,0.036270759999752045
PARM1,-0.03623300790786743,0.03397193824954539,0.1564645060371985,0.03623300790786743
CLRN1-AS1,-0.03620821610093117,0.03409445542304254,0.15688458780979447,0.03620821610093117
HSPA6,-0.036178410053253174,0.03424225175978754,0.1574201133654086,0.036178410053253174
ELFN1,0.03614320978522301,0.034417500387691154,0.1579374339201315,0.03614320978522301
TMEM252-DT,-0.03614314645528793,0.03441781637213801,0.1579374339201315,0.03614314645528793
OLIG1,0.03611548990011215,0.034556045638801415,0.15842666486370896,0.03611548990011215
IRF1,0.03608182817697525,0.03472492847586559,0.15905540821989259,0.03608182817697525
LCN12,0.03604285046458244,0.034921361760259624,0.15968539086125935,0.03604285046458244
RNF39,-0.03603843227028847,0.03494368755509533,0.15968539086125935,0.03603843227028847
BTG2-DT,0.0360259972512722,0.035006588960583916,0.15968539086125935,0.0360259972512722
ESRRB,0.03602312132716179,0.03502115030928693,0.15968539086125935,0.03602312132716179
PCDHA4-1,-0.036018528044223785,0.035044417691048144,0.15968539086125935,0.036018528044223785
LINC02362,-0.03601670265197754,0.03505366792005294,0.15968539086125935,0.03601670265197754
LINC00332,-0.0360010527074337,0.03513306001451747,0.15990169276362132,0.0360010527074337
AACSP1,0.03599194809794426,0.03517931820756541,0.15996693605999118,0.03599194809794426
PREX2,-0.03591863438487053,0.03555370383776378,0.1615227651233312,0.03591863438487053
ACKR3,-0.0359036885201931,0.035630442266036504,0.16172477010426534,0.0359036885201931
MARCHF1,0.035876452922821045,0.03577064460687963,0.16221420825798535,0.035876452922821045
LINC02643,-0.03581884503364563,0.03606874632522132,0.16341816260007597,0.03581884503364563
MIR2052HG,0.035805460065603256,0.03613831139310458,0.16358543666743186,0.035805460065603256
SAMSN1-AS1,-0.03566206991672516,0.03689074637866987,0.16666550523395715,0.03566206991672516
SOS1-1,0.03565701097249985,0.03691753478065176,0.16666550523395715,0.03565701097249985
CA1,-0.035656824707984924,0.03691852141482587,0.16666550523395715,0.035656824707984924
LINC02725,0.03562634810805321,0.037080257078732325,0.1672449758969646,0.03562634810805321
IL1RAPL2,-0.03558890521526337,0.03727978720946308,0.1679937173620679,0.03558890521526337
MYRF,0.035496313124895096,0.03777712938945884,0.17008193654140005,0.035496313124895096
KASH5,0.035479139536619186,0.03786999188086976,0.17034697425048326,0.035479139536619186
SLC4A10,-0.03537766635417938,0.03842265660755109,0.17262152481698267,0.03537766635417938
NAALADL2-AS3,-0.03537367284297943,0.038444546337208674,0.17262152481698267,0.03537367284297943
LINC01833,-0.03534979373216629,0.03857565669359067,0.1730551617650697,0.03534979373216629
FRMPD4,0.035343144088983536,0.03861223468614678,0.17306431843674555,0.035343144088983536
FAM111A-DT,-0.035328157246112823,0.03869478152745301,0.1732218372794814,0.035328157246112823
SLC30A8,0.03532421588897705,0.03871651521712616,0.1732218372794814,0.03532421588897705
IRAG1-AS1,-0.03529329597949982,0.03888737578203869,0.17383107943246734,0.03529329597949982
HPN-AS1,-0.035283032804727554,0.038944230488263495,0.17393007038920533,0.035283032804727554
GRIK3,0.03526947274804115,0.03901945708170963,0.17411086325596345,0.03526947274804115
HNF1A,-0.03525346517562866,0.039108420408004385,0.174340537119869,0.03525346517562866
CYP3A4,0.03524769842624664,0.039140511726172944,0.174340537119869,0.03524769842624664
PRMT8,0.035226382315158844,0.039259327604576066,0.17471446769674126,0.035226382315158844
FGF13-1,-0.03514669090509415,0.039706242245328205,0.17654656600828716,0.03514669090509415
DPYD,0.03513260930776596,0.03978565975425799,0.1767428555217968,0.03513260930776596
C3orf84,-0.03508739173412323,0.04004158973152143,0.17772223750633648,0.03508739173412323
FMR1NB,0.03504336625337601,0.04029211238291181,0.17862445988131573,0.03504336625337601
PRICKLE2-AS1,-0.03503915295004845,0.04031615727913951,0.17862445988131573,0.03503915295004845
INPP4B,-0.03499770537018776,0.04055334344544353,0.17951661131194127,0.03499770537018776
NLGN1,0.034982360899448395,0.04064145246905584,0.17974785377090804,0.034982360899448395
LINC01630,-0.03495259955525398,0.04081280661901516,0.1803465378905511,0.03495259955525398
GTF2IP12,-0.03492417559027672,0.04097703165546334,0.18065767633950822,0.03492417559027672
FMN2,0.03492337465286255,0.04098166732438494,0.18065767633950822,0.03492337465286255
IL1A,-0.0349186509847641,0.0410090160255643,0.18065767633950822,0.0349186509847641
TNFRSF13C,0.03491119295358658,0.04105222738219207,0.18065767633950822,0.03491119295358658
GLRA1,0.03490925207734108,0.041063479016304104,0.18065767633950822,0.03490925207734108
LINC01378,0.03479599952697754,0.041724563234908654,0.18340507576326953,0.03479599952697754
FAM47E,-0.03467091545462608,0.04246515510722437,0.18649683807388373,0.03467091545462608
DBX2,-0.03465638309717178,0.04255191382502001,0.18670236550561448,0.03465638309717178
MAP1B,-0.034649576991796494,0.042592598020970825,0.18670236550561448,0.034649576991796494
NKD2,-0.03464437276124954,0.042623729023832164,0.18670236550561448,0.03464437276124954
RERGL,-0.034626297652721405,0.04273200131697691,0.18701315161517143,0.034626297652721405
SCG5,0.0346100740134716,0.04282938092248131,0.18727576597081486,0.0346100740134716
LINC01997,0.034596700221300125,0.04290979575760839,0.18730051092454328,0.034596700221300125
RNU6-199P,0.034596700221300125,0.04290979575760839,0.18730051092454328,0.034596700221300125
FAM86B1,-0.03457506746053696,0.043040140740658914,0.18770595757305641,0.03457506746053696
CCNT2-AS1,-0.034568704664707184,0.04307854242463131,0.18771006616506739,0.034568704664707184
GBGT1,0.034558966755867004,0.04313737013463887,0.18772745836397792,0.034558966755867004
TNFAIP6,-0.034555643796920776,0.043157459995071354,0.18772745836397792,0.034555643796920776
LINC01340,0.03451036661863327,0.04343198402477904,0.1887577380296338,0.03451036661863327
UPK1A-AS1,0.034459151327610016,0.04374428786621235,0.1899502829268545,0.034459151327610016
ADRA2A,0.03443615883588791,0.04388510826397666,0.19039677706561647,0.03443615883588791
PPP1R3B-DT,-0.034419190138578415,0.04398928038368742,0.1906050737180503,0.034419190138578415
HLA-DPB1,0.03441188484430313,0.04403419235342438,0.1906050737180503,0.03441188484430313
EFNA5,0.034409765154123306,0.044047231164538465,0.1906050737180503,0.034409765154123306
DOC2GP,0.034381553530693054,0.04422107925485107,0.1910363781257116,0.034381553530693054
ABRACL,-0.03438121825456619,0.044223148797809905,0.1910363781257116,0.03438121825456619
LIMD1-AS1,-0.034360967576503754,0.044348300794335806,0.1914120028255097,0.034360967576503754
CLEC9A,-0.034319862723350525,0.04460325330464883,0.19234673176385136,0.034319862723350525
GRIA2,-0.034287720918655396,0.04480347266253695,0.19285967135693033,0.034287720918655396
PLA2G4E-AS1,0.03428761661052704,0.04480412365545692,0.19285967135693033,0.03428761661052704
AOX2P,0.034282244741916656,0.04483766057290438,0.19285967135693033,0.034282244741916656
FEZF1,-0.034267570823431015,0.044929378655664085,0.19308843605791828,0.034267570823431015
